depth_mm,dedx_MeVmm,energy_MeV,material
7.350000,3682.9422,14853.3773,G
7.355000,3685.8356,14834.9539,G
7.360000,3688.7371,14816.5161,G
7.365000,3691.6469,14798.0636,G
7.370000,3694.5648,14779.5967,G
7.375000,3697.4911,14761.1151,G
7.380000,3700.4256,14742.6188,G
7.385000,3703.3685,14724.1079,G
7.390000,3706.3198,14705.5822,G
7.395000,3709.2796,14687.0417,G
7.400000,3712.2478,14668.4864,G
7.405000,3715.2245,14649.9162,G
7.410000,3718.2098,14631.3311,G
7.415000,3721.2037,14612.7311,G
7.420000,3724.2063,14594.1161,G
7.425000,3727.2175,14575.4860,G
7.430000,3730.2375,14556.8409,G
7.435000,3733.2663,14538.1806,G
7.440000,3736.3038,14519.5052,G
7.445000,3739.3503,14500.8145,G
7.450000,3742.4056,14482.1086,G
7.455000,3745.4699,14463.3874,G
7.460000,3748.5432,14444.6508,G
7.465000,3751.6256,14425.8989,G
7.470000,3754.7170,14407.1315,G
7.475000,3757.8176,14388.3486,G
7.480000,3760.9274,14369.5502,G
7.485000,3764.0464,14350.7362,G
7.490000,3767.1746,14331.9066,G
7.495000,3770.3123,14313.0613,G
7.500000,3773.4592,14294.2003,G
7.505000,3776.6156,14275.3235,G
7.510000,3779.7815,14256.4310,G
7.515000,3782.9569,14237.5225,G
7.520000,3786.1419,14218.5982,G
7.525000,3789.3364,14199.6579,G
7.530000,3792.5407,14180.7016,G
7.535000,3795.7547,14161.7293,G
7.540000,3798.9784,14142.7408,G
7.545000,3802.2120,14123.7362,G
7.550000,3805.4554,14104.7155,G
7.555000,3808.7088,14085.6784,G
7.560000,3811.9721,14066.6251,G
7.565000,3815.2455,14047.5554,G
7.570000,3818.5289,14028.4693,G
7.575000,3821.8225,14009.3668,G
7.580000,3825.1263,13990.2478,G
7.585000,3828.4403,13971.1122,G
7.590000,3831.7647,13951.9601,G
7.595000,3835.0994,13932.7912,G
7.600000,3838.4445,13913.6057,G
7.605000,3841.8000,13894.4034,G
7.610000,3845.1661,13875.1843,G
7.615000,3848.5428,13855.9484,G
7.620000,3851.9301,13836.6955,G
7.625000,3855.3281,13817.4257,G
7.630000,3858.7369,13798.1388,G
7.635000,3862.1565,13778.8349,G
7.640000,3865.5869,13759.5138,G
7.645000,3869.0283,13740.1755,G
7.650000,3872.4807,13720.8200,G
7.655000,3875.9441,13701.4472,G
7.660000,3879.4186,13682.0571,G
7.665000,3882.9043,13662.6496,G
7.670000,3886.4013,13643.2246,G
7.675000,3889.9095,13623.7820,G
7.680000,3893.4291,13604.3219,G
7.685000,3896.9602,13584.8442,G
7.690000,3900.5027,13565.3488,G
7.695000,3904.0568,13545.8356,G
7.700000,3907.6225,13526.3046,G
7.705000,3911.1999,13506.7558,G
7.710000,3914.7890,13487.1890,G
7.715000,3918.3900,13467.6043,G
7.720000,3922.0028,13448.0015,G
7.725000,3925.6276,13428.3806,G
7.730000,3929.2644,13408.7416,G
7.735000,3932.9133,13389.0843,G
7.740000,3936.5744,13369.4088,G
7.745000,3940.2477,13349.7149,G
7.750000,3943.9332,13330.0026,G
7.755000,3947.6312,13310.2718,G
7.760000,3951.3416,13290.5225,G
7.765000,3955.0645,13270.7547,G
7.770000,3958.8000,13250.9681,G
7.775000,3962.5482,13231.1629,G
7.780000,3966.3091,13211.3389,G
7.785000,3970.0828,13191.4960,G
7.790000,3973.8693,13171.6343,G
7.795000,3977.6689,13151.7535,G
7.800000,3981.4815,13131.8537,G
7.805000,3985.3072,13111.9349,G
7.810000,3989.1460,13091.9968,G
7.815000,3992.9982,13072.0395,G
7.820000,3996.8637,13052.0630,G
7.825000,4000.7426,13032.0670,G
7.830000,4004.6351,13012.0516,G
7.835000,4008.5411,12992.0167,G
7.840000,4012.4608,12971.9623,G
7.845000,4016.3943,12951.8882,G
7.850000,4020.3416,12931.7944,G
7.855000,4024.3028,12911.6808,G
7.860000,4028.2780,12891.5473,G
7.865000,4032.2673,12871.3940,G
7.870000,4036.2708,12851.2207,G
7.875000,4040.2886,12831.0272,G
7.880000,4044.3207,12810.8137,G
7.885000,4048.3672,12790.5800,G
7.890000,4052.4283,12770.3260,G
7.895000,4056.5040,12750.0516,G
7.900000,4060.5944,12729.7568,G
7.905000,4064.6996,12709.4415,G
7.910000,4068.8197,12689.1057,G
7.915000,4072.9548,12668.7492,G
7.920000,4077.1050,12648.3720,G
7.925000,4081.2704,12627.9740,G
7.930000,4085.4510,12607.5551,G
7.935000,4089.6470,12587.1152,G
7.940000,4093.8585,12566.6544,G
7.945000,4098.0855,12546.1724,G
7.950000,4102.3282,12525.6692,G
7.955000,4106.5867,12505.1448,G
7.960000,4110.8610,12484.5991,G
7.965000,4115.1513,12464.0319,G
7.970000,4119.4576,12443.4432,G
7.975000,4123.7802,12422.8330,G
7.980000,4128.1190,12402.2011,G
7.985000,4132.4742,12381.5474,G
7.990000,4136.8459,12360.8720,G
7.995000,4141.2342,12340.1746,G
8.000000,4145.6392,12319.4552,G
8.005000,4150.0610,12298.7137,G
8.010000,4154.4998,12277.9501,G
8.015000,4158.9556,12257.1643,G
8.020000,4163.4285,12236.3561,G
8.025000,4167.9187,12215.5255,G
8.030000,4172.4263,12194.6724,G
8.035000,4176.9514,12173.7967,G
8.040000,4181.4941,12152.8983,G
8.045000,4186.0546,12131.9771,G
8.050000,4190.6329,12111.0331,G
8.055000,4195.2292,12090.0662,G
8.060000,4199.8435,12069.0762,G
8.065000,4204.4761,12048.0631,G
8.070000,4209.1270,12027.0268,G
8.075000,4213.7964,12005.9671,G
8.080000,4218.4844,11984.8841,G
8.085000,4223.1912,11963.7776,G
8.090000,4227.9167,11942.6474,G
8.095000,4232.6613,11921.4936,G
8.100000,4237.4249,11900.3160,G
8.105000,4242.2079,11879.1146,G
8.110000,4247.0102,11857.8891,G
8.115000,4251.8320,11836.6396,G
8.120000,4256.6734,11815.3659,G
8.125000,4261.5347,11794.0680,G
8.130000,4266.4159,11772.7457,G
8.135000,4271.3171,11751.3989,G
8.140000,4276.2386,11730.0276,G
8.145000,4281.1804,11708.6316,G
8.150000,4286.1428,11687.2108,G
8.155000,4291.1257,11665.7651,G
8.160000,4296.1295,11644.2945,G
8.165000,4301.1543,11622.7988,G
8.170000,4306.2001,11601.2779,G
8.175000,4311.2672,11579.7317,G
8.180000,4316.3557,11558.1601,G
8.185000,4321.4657,11536.5630,G
8.190000,4326.5975,11514.9403,G
8.195000,4331.7511,11493.2918,G
8.200000,4336.9268,11471.6176,G
8.205000,4342.1247,11449.9174,G
8.210000,4347.3450,11428.1911,G
8.215000,4352.5878,11406.4386,G
8.220000,4357.8533,11384.6599,G
8.225000,4363.1417,11362.8548,G
8.230000,4368.4531,11341.0232,G
8.235000,4373.7878,11319.1649,G
8.240000,4379.1458,11297.2799,G
8.245000,5414.0071,11270.2258,E
8.250000,5422.0210,11243.1317,E
8.255000,5430.0780,11215.9975,E
8.260000,5438.1787,11188.8228,E
8.265000,5446.3233,11161.6075,E
8.270000,5454.5123,11134.3513,E
8.275000,5462.7461,11107.0541,E
8.280000,5471.0251,11079.7155,E
8.285000,5479.3499,11052.3355,E
8.290000,5487.7207,11024.9136,E
8.295000,5496.1381,10997.4498,E
8.300000,5504.6025,10969.9437,E
8.305000,4467.1125,10947.6197,G
8.310000,4472.8919,10925.2668,G
8.315000,4478.6981,10902.8849,G
8.320000,4484.5314,10880.4739,G
8.325000,4490.3920,10858.0337,G
8.330000,4496.2800,10835.5641,G
8.335000,4502.1958,10813.0650,G
8.340000,4508.1396,10790.5362,G
8.345000,4514.1115,10767.9776,G
8.350000,4520.1119,10745.3890,G
8.355000,4526.1409,10722.7704,G
8.360000,4532.1988,10700.1215,G
8.365000,4538.2858,10677.4423,G
8.370000,4544.4021,10654.7325,G
8.375000,4550.5481,10631.9921,G
8.380000,4556.7240,10609.2208,G
8.385000,4562.9299,10586.4186,G
8.390000,4569.1662,10563.5852,G
8.395000,4575.4331,10540.7206,G
8.400000,4581.7309,10517.8246,G
8.405000,4588.0599,10494.8969,G
8.410000,4594.4202,10471.9376,G
8.415000,4600.8122,10448.9463,G
8.420000,4607.2362,10425.9230,G
8.425000,4613.6924,10402.8675,G
8.430000,4620.1810,10379.7795,G
8.435000,4626.7025,10356.6591,G
8.440000,4633.2570,10333.5059,G
8.445000,4639.8449,10310.3199,G
8.450000,4646.4665,10287.1008,G
8.455000,4653.1220,10263.8485,G
8.460000,4659.8117,10240.5629,G
8.465000,4666.5360,10217.2436,G
8.470000,4673.2952,10193.8907,G
8.475000,4680.0895,10170.5039,G
8.480000,4686.9194,10147.0829,G
8.485000,4693.7850,10123.6277,G
8.490000,4699.6745,10100.1391,G
8.495000,4696.3941,10076.6506,G
8.500000,4693.1106,10053.1785,G
8.505000,4689.8241,10029.7228,G
8.510000,4686.5345,10006.2835,G
8.515000,4683.2418,9982.8607,G
8.520000,4679.9460,9959.4544,G
8.525000,4676.6471,9936.0646,G
8.530000,4673.3451,9912.6913,G
8.535000,4670.0400,9889.3344,G
8.540000,4666.7317,9865.9942,G
8.545000,4663.4204,9842.6704,G
8.550000,4660.1059,9819.3633,G
8.555000,4656.7882,9796.0727,G
8.560000,4653.4674,9772.7987,G
8.565000,4650.1435,9749.5414,G
8.570000,4646.8163,9726.3006,G
8.575000,4643.4860,9703.0765,G
8.580000,4640.1525,9679.8691,G
8.585000,4636.8158,9656.6783,G
8.590000,4633.4759,9633.5043,G
8.595000,4630.1328,9610.3469,G
8.600000,4626.7864,9587.2063,G
8.605000,4623.4368,9564.0824,G
8.610000,4620.0840,9540.9753,G
8.615000,4616.7280,9517.8849,G
8.620000,4613.3686,9494.8114,G
8.625000,4610.0061,9471.7546,G
8.630000,4606.6402,9448.7147,G
8.635000,4603.2711,9425.6916,G
8.640000,4599.8986,9402.6854,G
8.645000,4596.5229,9379.6960,G
8.650000,4593.1439,9356.7235,G
8.655000,4589.7615,9333.7679,G
8.660000,4586.3758,9310.8293,G
8.665000,4582.9868,9287.9076,G
8.670000,4579.5944,9265.0028,G
8.675000,4576.1987,9242.1150,G
8.680000,4572.7996,9219.2442,G
8.685000,4569.3972,9196.3904,G
8.690000,4565.9913,9173.5537,G
8.695000,4562.5821,9150.7339,G
8.700000,4559.1695,9127.9313,G
8.705000,4555.7534,9105.1457,G
8.710000,4552.3340,9082.3772,G
8.715000,4548.9111,9059.6258,G
8.720000,4545.4847,9036.8915,G
8.725000,4542.0550,9014.1743,G
8.730000,4538.6217,8991.4744,G
8.735000,4535.1850,8968.7916,G
8.740000,4531.7449,8946.1260,G
8.745000,4528.3012,8923.4776,G
8.750000,4524.8541,8900.8464,G
8.755000,4521.4034,8878.2325,G
8.760000,4517.9492,8855.6358,G
8.765000,4514.4915,8833.0564,G
8.770000,4511.0303,8810.4944,G
8.775000,4507.5655,8787.9496,G
8.780000,4504.0972,8765.4222,G
8.785000,4500.6253,8742.9121,G
8.790000,4497.1498,8720.4194,G
8.795000,4493.6707,8697.9441,G
8.800000,4490.1881,8675.4862,G
8.805000,4486.7018,8653.0457,G
8.810000,4483.2119,8630.6227,G
8.815000,4479.7184,8608.2171,G
8.820000,4476.2213,8585.8290,G
8.825000,4472.7205,8563.4584,G
8.830000,4469.2160,8541.1053,G
8.835000,4465.7079,8518.7697,G
8.840000,4462.1961,8496.4517,G
8.845000,4458.6806,8474.1513,G
8.850000,4455.1614,8451.8684,G
8.855000,4451.6385,8429.6032,G
8.860000,4448.1119,8407.3556,G
8.865000,4444.5816,8385.1256,G
8.870000,4441.0475,8362.9133,G
8.875000,4437.5096,8340.7187,G
8.880000,4433.9680,8318.5418,G
8.885000,4430.4226,8296.3826,G
8.890000,4426.8734,8274.2411,G
8.895000,4423.3205,8252.1174,G
8.900000,4419.7637,8230.0115,G
8.905000,4416.2031,8207.9233,G
8.910000,4412.6386,8185.8530,G
8.915000,4409.0704,8163.8005,G
8.920000,4405.4982,8141.7659,G
8.925000,4401.9222,8119.7491,G
8.930000,4398.3423,8097.7502,G
8.935000,4394.7586,8075.7693,G
8.940000,4391.1709,8053.8062,G
8.945000,4387.5793,8031.8611,G
8.950000,4383.9838,8009.9340,G
8.955000,4380.3843,7988.0249,G
8.960000,4376.7809,7966.1338,G
8.965000,4373.1736,7944.2607,G
8.970000,4369.5622,7922.4057,G
8.975000,4365.9469,7900.5687,G
8.980000,4362.3276,7878.7498,G
8.985000,4358.7043,7856.9491,G
8.990000,4355.0770,7835.1664,G
8.995000,4351.4456,7813.4019,G
9.000000,4347.8102,7791.6556,G
9.005000,4344.1707,7769.9275,G
9.010000,4340.5271,7748.2176,G
9.015000,4336.8795,7726.5259,G
9.020000,4333.2278,7704.8524,G
9.025000,4329.5719,7683.1972,G
9.030000,4325.9120,7661.5604,G
9.035000,4322.2479,7639.9418,G
9.040000,4318.5797,7618.3416,G
9.045000,4314.9073,7596.7597,G
9.050000,4311.2307,7575.1962,G
9.055000,4307.5499,7553.6511,G
9.060000,4303.8650,7532.1244,G
9.065000,4300.1758,7510.6161,G
9.070000,4296.4824,7489.1263,G
9.075000,4292.7848,7467.6550,G
9.080000,4289.0829,7446.2022,G
9.085000,4285.3767,7424.7679,G
9.090000,4281.6663,7403.3521,G
9.095000,4277.9516,7381.9549,G
9.100000,4274.2326,7360.5763,G
9.105000,4270.5092,7339.2163,G
9.110000,4266.7815,7317.8750,G
9.115000,4263.0495,7296.5522,G
9.120000,4259.3131,7275.2482,G
9.125000,4255.5723,7253.9629,G
9.130000,4251.8272,7232.6962,G
9.135000,4248.0776,7211.4483,G
9.140000,4244.3236,7190.2192,G
9.145000,4240.5652,7169.0089,G
9.150000,4236.8024,7147.8173,G
9.155000,4233.0350,7126.6446,G
9.160000,4229.2632,7105.4908,G
9.165000,4225.4869,7084.3558,G
9.170000,4221.7061,7063.2397,G
9.175000,4217.9208,7042.1425,G
9.180000,4214.1310,7021.0643,G
9.185000,4210.3366,7000.0050,G
9.190000,4206.5376,6978.9647,G
9.195000,4202.7340,6957.9434,G
9.200000,4198.9259,6936.9412,G
9.205000,4195.1131,6915.9580,G
9.210000,4191.2958,6894.9939,G
9.215000,4187.4737,6874.0488,G
9.220000,4183.6470,6853.1230,G
9.225000,4179.8157,6832.2162,G
9.230000,4175.9796,6811.3286,G
9.235000,4172.1389,6790.4603,G
9.240000,4168.2934,6769.6111,G
9.245000,4164.4432,6748.7812,G
9.250000,4160.5882,6727.9705,G
9.255000,4156.7285,6707.1792,G
9.260000,4152.8640,6686.4071,G
9.265000,4148.9947,6665.6544,G
9.270000,4145.1205,6644.9210,G
9.275000,4141.2416,6624.2071,G
9.280000,4137.3577,6603.5125,G
9.285000,4133.4690,6582.8374,G
9.290000,4129.5755,6562.1817,G
9.295000,4125.6770,6541.5455,G
9.300000,4121.7736,6520.9289,G
9.305000,4117.8653,6500.3317,G
9.310000,4113.9520,6479.7541,G
9.315000,4110.0337,6459.1961,G
9.320000,4106.1105,6438.6577,G
9.325000,4102.1822,6418.1390,G
9.330000,4098.2490,6397.6398,G
9.335000,4094.3107,6377.1604,G
9.340000,4090.3673,6356.7007,G
9.345000,4086.4188,6336.2607,G
9.350000,4082.4653,6315.8405,G
9.355000,4078.5066,6295.4400,G
9.360000,4074.5429,6275.0594,G
9.365000,4070.5739,6254.6986,G
9.370000,4066.5998,6234.3576,G
9.375000,4062.6205,6214.0365,G
9.380000,4058.6361,6193.7354,G
9.385000,4054.6463,6173.4542,G
9.390000,4050.6514,6153.1929,G
9.395000,4046.6512,6132.9517,G
9.400000,4042.6457,6112.7304,G
9.405000,4038.6349,6092.5292,G
9.410000,4034.6188,6072.3481,G
9.415000,4030.5973,6052.1871,G
9.420000,4026.5705,6032.0462,G
9.425000,4022.5383,6011.9254,G
9.430000,4018.5007,5991.8248,G
9.435000,4014.4577,5971.7444,G
9.440000,4010.4093,5951.6843,G
9.445000,4006.3554,5931.6444,G
9.450000,4002.2960,5911.6248,G
9.455000,3998.2311,5891.6255,G
9.460000,3994.1607,5871.6466,G
9.465000,3990.0848,5851.6880,G
9.470000,3986.0033,5831.7498,G
9.475000,3981.9162,5811.8321,G
9.480000,3977.8236,5791.9348,G
9.485000,3973.7253,5772.0579,G
9.490000,3969.6213,5752.2016,G
9.495000,3965.5117,5732.3658,G
9.500000,3961.3964,5712.5506,G
9.505000,3957.2754,5692.7560,G
9.510000,3953.1487,5672.9820,G
9.515000,3949.0162,5653.2287,G
9.520000,3944.8779,5633.4960,G
9.525000,3940.7338,5613.7840,G
9.530000,3936.5840,5594.0928,G
9.535000,3932.4282,5574.4223,G
9.540000,3928.2667,5554.7727,G
9.545000,3924.0992,5535.1439,G
9.550000,3919.9258,5515.5359,G
9.555000,3915.7465,5495.9488,G
9.560000,3911.5612,5476.3826,G
9.565000,3907.3699,5456.8374,G
9.570000,3903.1727,5437.3131,G
9.575000,3898.9694,5417.8099,G
9.580000,3894.7600,5398.3276,G
9.585000,3890.5446,5378.8665,G
9.590000,3886.3231,5359.4264,G
9.595000,3882.0955,5340.0075,G
9.600000,3877.8617,5320.6097,G
9.605000,3873.6217,5301.2331,G
9.610000,3869.3755,5281.8777,G
9.615000,3865.1232,5262.5436,G
9.620000,3860.8645,5243.2308,G
9.625000,3856.5996,5223.9392,G
9.630000,3852.3284,5204.6691,G
9.635000,3848.0509,5185.4202,G
9.640000,3843.7670,5166.1928,G
9.645000,3839.4767,5146.9869,G
9.650000,3835.1801,5127.8024,G
9.655000,3830.8770,5108.6394,G
9.660000,3826.5674,5089.4979,G
9.665000,3822.2514,5070.3780,G
9.670000,3817.9289,5051.2797,G
9.675000,3813.5998,5032.2031,G
9.680000,3809.2642,5013.1481,G
9.685000,3804.9219,4994.1148,G
9.690000,3800.5731,4975.1032,G
9.695000,3796.2176,4956.1134,G
9.700000,3791.8554,4937.1454,G
9.705000,3787.4865,4918.1992,G
9.710000,3783.1109,4899.2749,G
9.715000,3778.7286,4880.3725,G
9.720000,3774.3394,4861.4920,G
9.725000,3769.9435,4842.6335,G
9.730000,3765.5407,4823.7970,G
9.735000,3761.1310,4804.9825,G
9.740000,3756.7144,4786.1901,G
9.745000,3752.2908,4767.4198,G
9.750000,3747.8603,4748.6717,G
9.755000,3743.4228,4729.9457,G
9.760000,3738.9783,4711.2419,G
9.765000,3734.5268,4692.5604,G
9.770000,3730.0681,4673.9011,G
9.775000,3725.6023,4655.2641,G
9.780000,3721.1294,4636.6496,G
9.785000,3716.6493,4618.0573,G
9.790000,3712.1619,4599.4876,G
9.795000,3707.6674,4580.9402,G
9.800000,3703.1655,4562.4154,G
9.805000,3698.6563,4543.9131,G
9.810000,3694.1398,4525.4334,G
9.815000,3689.6160,4506.9762,G
9.820000,3685.0847,4488.5417,G
9.825000,3680.5459,4470.1299,G
9.830000,3675.9997,4451.7408,G
9.835000,3671.4460,4433.3745,G
9.840000,3666.8847,4415.0309,G
9.845000,3662.3159,4396.7102,G
9.850000,3657.7394,4378.4124,G
9.855000,3653.1553,4360.1374,G
9.860000,3648.5635,4341.8854,G
9.865000,3643.9640,4323.6564,G
9.870000,3639.3567,4305.4504,G
9.875000,3634.7417,4287.2674,G
9.880000,3630.1188,4269.1076,G
9.885000,3625.4880,4250.9709,G
9.890000,3620.8494,4232.8574,G
9.895000,3616.2028,4214.7671,G
9.900000,3611.5482,4196.7000,G
9.905000,3606.8856,4178.6563,G
9.910000,3602.2150,4160.6358,G
9.915000,3597.5363,4142.6388,G
9.920000,3592.8494,4124.6652,G
9.925000,3588.1544,4106.7150,G
9.930000,3583.4512,4088.7883,G
9.935000,3578.7397,4070.8852,G
9.940000,3574.0199,4053.0057,G
9.945000,3569.2918,4035.1498,G
9.950000,3564.5554,4017.3175,G
9.955000,3559.8105,3999.5090,G
9.960000,3555.0572,3981.7242,G
9.965000,3550.2954,3963.9632,G
9.970000,3545.5251,3946.2260,G
9.975000,3540.7461,3928.5127,G
9.980000,3535.9586,3910.8233,G
9.985000,3531.1624,3893.1579,G
9.990000,3526.3575,3875.5165,G
9.995000,3521.5439,3857.8992,G
10.000000,3516.7214,3840.3059,G
10.005000,3511.8902,3822.7368,G
10.010000,3507.0500,3805.1919,G
10.015000,3502.2009,3787.6711,G
10.020000,3497.3429,3770.1747,G
10.025000,3492.4758,3752.7026,G
10.030000,3487.5997,3735.2548,G
10.035000,3482.7145,3717.8315,G
10.040000,3477.8201,3700.4326,G
10.045000,3472.9165,3683.0582,G
10.050000,3468.0036,3665.7084,G
10.055000,3463.0815,3648.3831,G
10.060000,3458.1500,3631.0825,G
10.065000,3453.2091,3613.8066,G
10.070000,3448.2588,3596.5554,G
10.075000,3443.2989,3579.3289,G
10.080000,3438.3295,3562.1274,G
10.085000,3433.3506,3544.9506,G
10.090000,3428.3619,3527.7988,G
10.095000,3423.3636,3510.6720,G
10.100000,3418.3555,3493.5702,G
10.105000,3413.3377,3476.4935,G
10.110000,3408.3099,3459.4419,G
10.115000,3403.2723,3442.4155,G
10.120000,3398.2247,3425.4142,G
10.125000,3393.1670,3408.4383,G
10.130000,3388.0993,3391.4876,G
10.135000,3383.0215,3374.5624,G
10.140000,3377.9335,3357.6625,G
10.145000,3372.8352,3340.7881,G
10.150000,3367.7266,3323.9393,G
10.155000,3362.6077,3307.1160,G
10.160000,3357.4784,3290.3184,G
10.165000,3352.3386,3273.5464,G
10.170000,3347.1882,3256.8001,G
10.175000,3342.0273,3240.0797,G
10.180000,3336.8557,3223.3850,G
10.185000,3331.6734,3206.7163,G
10.190000,3326.4804,3190.0735,G
10.195000,3321.2765,3173.4567,G
10.200000,3316.0617,3156.8660,G
10.205000,3310.8359,3140.3013,G
10.210000,3305.5991,3123.7629,G
10.215000,3300.3513,3107.2506,G
10.220000,3295.0922,3090.7646,G
10.225000,3289.8220,3074.3050,G
10.230000,3284.5405,3057.8717,G
10.235000,3279.2476,3041.4649,G
10.240000,3273.9433,3025.0846,G
10.245000,3268.6275,3008.7308,G
10.250000,3263.3002,2992.4036,G
10.255000,3257.9612,2976.1031,G
10.260000,3252.6106,2959.8294,G
10.265000,3247.2481,2943.5824,G
10.270000,3241.8739,2927.3623,G
10.275000,3236.4877,2911.1691,G
10.280000,3231.0896,2895.0028,G
10.285000,3225.6794,2878.8636,G
10.290000,3220.2570,2862.7515,G
10.295000,3214.8225,2846.6665,G
10.300000,3209.3757,2830.6087,G
10.305000,3955.5633,2810.8142,E
10.310000,3947.2117,2791.0614,E
10.315000,3938.8365,2771.3505,E
10.320000,3930.4375,2751.6815,E
10.325000,3922.0144,2732.0546,E
10.330000,3913.5672,2712.4698,E
10.335000,3905.0956,2692.9274,E
10.340000,3896.5993,2673.4274,E
10.345000,3888.0783,2653.9700,E
10.350000,3879.5324,2634.5552,E
10.355000,3870.9612,2615.1832,E
10.360000,3862.3647,2595.8542,E
10.365000,3121.5068,2580.2354,G
10.370000,3115.8413,2564.6448,G
10.375000,3110.1620,2549.0827,G
10.380000,3104.4688,2533.5489,G
10.385000,3098.7617,2518.0437,G
10.390000,3093.0405,2502.5670,G
10.395000,3087.3052,2487.1190,G
10.400000,3081.5557,2471.6997,G
10.405000,3075.7917,2456.3093,G
10.410000,3070.0134,2440.9476,G
10.415000,3064.2205,2425.6149,G
10.420000,3058.4129,2410.3112,G
10.425000,3052.5906,2395.0366,G
10.430000,3046.7535,2379.7912,G
10.435000,3040.9014,2364.5750,G
10.440000,3035.0343,2349.3881,G
10.445000,3029.1519,2334.2305,G
10.450000,3023.2543,2319.1025,G
10.455000,3017.3414,2304.0039,G
10.460000,3011.4129,2288.9350,G
10.465000,3005.4688,2273.8958,G
10.470000,2999.5090,2258.8863,G
10.475000,2993.5334,2243.9067,G
10.480000,2987.5418,2228.9570,G
10.485000,2981.5341,2214.0373,G
10.490000,2975.5102,2199.1477,G
10.495000,2969.4701,2184.2882,G
10.500000,2963.4135,2169.4590,G
10.505000,2957.3403,2154.6602,G
10.510000,2951.2505,2139.8917,G
10.515000,2945.1439,2125.1538,G
10.520000,2939.0203,2110.4465,G
10.525000,2932.8796,2095.7698,G
10.530000,2926.7218,2081.1238,G
10.535000,2920.5466,2066.5087,G
10.540000,2914.3540,2051.9246,G
10.545000,2908.1438,2037.3714,G
10.550000,2901.9158,2022.8494,G
10.555000,2895.6699,2008.3585,G
10.560000,2889.4061,1993.8990,G
10.565000,2883.1240,1979.4708,G
10.570000,2876.8237,1965.0741,G
10.575000,2870.5049,1950.7089,G
10.580000,2864.1674,1936.3754,G
10.585000,2857.8113,1922.0736,G
10.590000,2851.4362,1907.8037,G
10.595000,2845.0420,1893.5657,G
10.600000,2838.6286,1879.3597,G
10.605000,2832.1959,1865.1858,G
10.610000,2825.7436,1851.0442,G
10.615000,2819.2715,1836.9349,G
10.620000,2812.7796,1822.8580,G
10.625000,2806.2677,1808.8136,G
10.630000,2799.7355,1794.8019,G
10.635000,2793.1829,1780.8228,G
10.640000,2786.6098,1766.8766,G
10.645000,2780.0159,1752.9634,G
10.650000,2773.4011,1739.0831,G
10.655000,2766.7652,1725.2360,G
10.660000,2760.1079,1711.4222,G
10.665000,2753.4292,1697.6416,G
10.670000,2746.7288,1683.8946,G
10.675000,2740.0066,1670.1811,G
10.680000,2733.2622,1656.5013,G
10.685000,2726.4956,1642.8553,G
10.690000,2719.7066,1629.2432,G
10.695000,2712.8948,1615.6650,G
10.700000,2706.0601,1602.1211,G
10.705000,2699.2024,1588.6113,G
10.710000,2692.3213,1575.1360,G
10.715000,2685.4167,1561.6951,G
10.720000,2678.4883,1548.2887,G
10.725000,2671.5359,1534.9171,G
10.730000,2664.5593,1521.5804,G
10.735000,2657.5583,1508.2786,G
10.740000,2650.5326,1495.0119,G
10.745000,2643.4819,1481.7803,G
10.750000,2636.4061,1468.5841,G
10.755000,2629.3048,1455.4234,G
10.760000,2622.1779,1442.2983,G
10.765000,2615.0250,1429.2088,G
10.770000,2607.8459,1416.1552,G
10.775000,2600.6404,1403.1376,G
10.780000,2593.4081,1390.1561,G
10.785000,2586.1489,1377.2108,G
10.790000,2578.8623,1364.3019,G
10.795000,2571.5482,1351.4295,G
10.800000,2564.2062,1338.5938,G
10.805000,2556.8361,1325.7949,G
10.810000,2549.4375,1313.0329,G
10.815000,2542.0102,1300.3080,G
10.820000,2534.5538,1287.6203,G
10.825000,2527.0680,1274.9699,G
10.830000,2519.5526,1262.3571,G
10.835000,2512.0071,1249.7820,G
10.840000,2504.4312,1237.2447,G
10.845000,2496.8247,1224.7453,G
10.850000,2489.1871,1212.2841,G
10.855000,2481.5181,1199.8612,G
10.860000,2473.8174,1187.4767,G
10.865000,2466.0845,1175.1308,G
10.870000,2458.3192,1162.8236,G
10.875000,2450.5210,1150.5554,G
10.880000,2442.6896,1138.3263,G
10.885000,2434.8245,1126.1364,G
10.890000,2426.9254,1113.9860,G
10.895000,2418.9918,1101.8751,G
10.900000,2411.0234,1089.8041,G
10.905000,2403.0196,1077.7730,G
10.910000,2394.9802,1065.7820,G
10.915000,2386.9046,1053.8313,G
10.920000,2378.7923,1041.9211,G
10.925000,2370.6430,1030.0515,G
10.930000,2362.4562,1018.2229,G
10.935000,2354.2313,1006.4352,G
10.940000,2345.9679,994.6889,G
10.945000,2337.6655,982.9839,G
10.950000,2329.3235,971.3206,G
10.955000,2320.9416,959.6991,G
10.960000,2312.5190,948.1197,G
10.965000,2304.0553,936.5824,G
10.970000,2295.5499,925.0877,G
10.975000,2287.0022,913.6355,G
10.980000,2278.4118,902.2263,G
10.985000,2269.7778,890.8601,G
10.990000,2261.0999,879.5372,G
10.995000,2252.3773,868.2579,G
11.000000,2243.6093,857.0223,G
11.005000,2234.7954,845.8307,G
11.010000,2225.9349,834.6832,G
11.015000,2217.0271,823.5803,G
11.020000,2208.0713,812.5220,G
11.025000,2199.0667,801.5086,G
